file_path,category,tissue
fold_1/sample_73/image.png,[0 0 2 2 2 2],3
fold_1/sample_74/image.png,[0 2 2 2 2],3
fold_1/sample_75/image.png,[0 0 0 0 0 0 0 0 0 0 2 2],3
fold_1/sample_76/image.png,[0 0 0 0 0 0 0 1 2 2 2],3
fold_1/sample_77/image.png,[1 1 1 2 2 2 2 2 2],3
fold_1/sample_78/image.png,[0 0 0 0 0 0 0 2 2],3
fold_1/sample_79/image.png,[1 1 1 2 2 2 2 2 2 2 2 2],3
fold_1/sample_80/image.png,[1 1 2 2],3
fold_1/sample_81/image.png,[0 0 2 2 2 2 2 2 2 2],3
fold_1/sample_82/image.png,[0 0 0 0 2 2 2 2 2 2 2],3
fold_1/sample_83/image.png,[2 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4],3
fold_1/sample_84/image.png,"[2 2 2 2 2 2 2 2 2 2 2 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4
 4 4 4 4 4 4 4 4 4 4 4 4]",3
fold_1/sample_85/image.png,"[2 2 2 2 2 2 2 2 2 2 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4
 4 4 4 4 4]",3
fold_1/sample_86/image.png,"[1 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4
 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4]",3
fold_1/sample_87/image.png,[2 2 2 2 2 2 2 2 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4],3
fold_1/sample_88/image.png,"[2 2 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4
 4 4 4]",3
fold_1/sample_89/image.png,[2 2 2 2 2 2 2 2 2 2 2 4 4 4 4 4 4 4 4 4 4 4 4],3
fold_1/sample_90/image.png,"[4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4
 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4]",3
fold_1/sample_91/image.png,[2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4],3
fold_1/sample_92/image.png,"[2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4
 4]",3
fold_1/sample_93/image.png,[0 0 0 0 1 2 2 2 2 2 2 2],3
fold_1/sample_94/image.png,[0 0 0 0 0 2 2 2 2 2 2 2 2 2],3
fold_1/sample_95/image.png,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1],3
fold_1/sample_96/image.png,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2],3
fold_1/sample_97/image.png,[0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 2 2 2 2 2 2 2 2 2 2],3
fold_1/sample_98/image.png,[0 0 0 0 0 0 0 0 0 0 1 1 2 2 2 2],3
fold_1/sample_99/image.png,[0 0 1 1 1 1 1 2 2 2 2 2 2 2 2],3
fold_1/sample_100/image.png,[0 0 0 0 0 0 0 0 0 0 2 2 2 2 2 2 2 2 2 2 2],3
fold_1/sample_101/image.png,[0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2],3
fold_1/sample_102/image.png,[0 0 0 0 0 0 0 0 0 0 0 2 2 2 2 2 2 2 2 2 2 2 2 2],3
fold_1/sample_103/image.png,[2 2 2 2 2 2 2 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4],3
fold_1/sample_104/image.png,[2 2 2 2 2 2 2 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4],3
fold_1/sample_105/image.png,[2 2 2 2 2 2 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4],3
fold_1/sample_106/image.png,[2 2 2 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4],3
fold_1/sample_107/image.png,[1 1 2 2 2 2 2 2 2 2 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4],3
fold_1/sample_108/image.png,[2 2 2 2 2 2 2 2 2 2 2 4 4 4 4 4 4 4 4 4],3
fold_1/sample_109/image.png,[2 2 2 2 2 2 2 2 2 2 2 2 2 4 4 4 4 4 4 4 4 4 4 4 4 4],3
fold_1/sample_110/image.png,"[2 2 2 2 2 2 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4
 4 4]",3
fold_1/sample_111/image.png,[2 2 2 2 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4],3
fold_1/sample_112/image.png,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 2 2]",3
fold_1/sample_113/image.png,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2],3
fold_1/sample_114/image.png,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 2],3
fold_1/sample_115/image.png,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 2 2 2 2 2],3
fold_1/sample_116/image.png,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 1]",3
fold_1/sample_117/image.png,"[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2]",3
fold_1/sample_118/image.png,"[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2
 2 2 2 2 2 2 2 2 2 2 2 2 2]",3
fold_1/sample_119/image.png,"[0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2]",3
fold_1/sample_120/image.png,"[0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2]",3
fold_1/sample_121/image.png,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 2 2 2 2 2],3
fold_1/sample_122/image.png,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1
 2 2]",3
fold_1/sample_123/image.png,[1 2 2 2 2 2 2 2 2 2 2 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4],3
fold_1/sample_124/image.png,[2 2 2 2 2 2 2 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4],3
fold_1/sample_125/image.png,[1 2 2 2 2 2 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4],3
fold_1/sample_126/image.png,[1 1 2 2 2 2 2 2 2 2 2 2 2 2 4 4 4 4 4 4 4 4 4 4 4],3
fold_1/sample_127/image.png,[2 2 2 2 2 2 2 2 2 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4],3
fold_1/sample_128/image.png,"[1 1 2 2 2 2 2 2 2 2 2 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4
 4 4]",3
fold_1/sample_129/image.png,"[1 1 2 2 2 2 2 2 2 2 2 2 2 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4
 4 4 4 4 4 4 4 4 4 4 4 4]",3
fold_1/sample_130/image.png,[1 2 2 2 2 2 2 2 2 2 2 2 2 4 4 4 4 4 4],3
fold_1/sample_131/image.png,"[1 1 2 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4
 4 4 4 4 4 4 4 4 4 4 4 4]",3
fold_1/sample_132/image.png,[2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 4 4 4 4 4 4 4 4 4 4 4 4 4],3
fold_1/sample_133/image.png,[1 2 2 2 4],3
fold_1/sample_134/image.png,[2 2 2 2 2 4 4 4 4 4 4 4 4],3
fold_1/sample_135/image.png,[1 2 2 2 2 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4],3
fold_1/sample_136/image.png,[1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4],3
fold_1/sample_137/image.png,[1 2 2 2 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4],3
fold_1/sample_138/image.png,[2 2 2 2 2 2 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4],3
fold_1/sample_139/image.png,"[2 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4
 4 4 4]",3
fold_1/sample_140/image.png,[1 2 2 2 2 2 2 2 2 2],3
fold_1/sample_141/image.png,[0 0 0 0 0 0 0 0 0 2 2],3
fold_1/sample_142/image.png,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 2 2 2],3
fold_1/sample_143/image.png,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 2 2],3
fold_1/sample_144/image.png,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 2],3
fold_1/sample_145/image.png,[0 0 0 0 0 0 2 2 2],3
fold_1/sample_146/image.png,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 2 2],3
fold_1/sample_147/image.png,[0 0 0 0 0 0 0 0 0 0 0 0 2],3
fold_1/sample_148/image.png,[2 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4],3
fold_1/sample_149/image.png,[4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4],3
fold_1/sample_150/image.png,"[2 2 2 2 2 2 2 2 2 2 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4
 4]",3
fold_1/sample_151/image.png,[1 1 1 2 2 2 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4],3
fold_1/sample_152/image.png,[1 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4],3
fold_1/sample_153/image.png,[0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1],3
fold_1/sample_154/image.png,[0 1 1 1 1 1 1 1 1 1 2 2 2 2 2],3
fold_1/sample_155/image.png,[0 0 0 0 0 0 0 0 1 1 1 2],3
fold_1/sample_156/image.png,[0 0 0 0 1 1 1 1 1 1 1 2 2 2 2 2],3
fold_1/sample_157/image.png,[0 0 0 0 0 0 1 1 1 1 1 2 2 2 2],3
fold_1/sample_158/image.png,[1 2 2 2 2 2],3
fold_1/sample_159/image.png,[1 2 2 2 2 2 2 2 2 2 4 4 4 4 4 4 4 4],3
fold_1/sample_160/image.png,[1 2 2 2 2 2 2 2 2 2 2 2 4 4 4 4 4 4 4 4 4],3
fold_1/sample_161/image.png,[1 1 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4],3
fold_1/sample_162/image.png,[1 1 2 2 2 2 2 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4],3
fold_1/sample_163/image.png,[1 2 2 2 2 2 2 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4],3
fold_1/sample_164/image.png,[1 2 2 2 2 4 4],3
fold_1/sample_165/image.png,[1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 4 4 4 4 4],3
fold_1/sample_166/image.png,[2 2 2 2 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4],3
fold_1/sample_167/image.png,"[1 1 2 2 2 2 2 2 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4
 4 4]",3
fold_1/sample_168/image.png,[1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4],3
fold_1/sample_169/image.png,[1 2 2 2 2 2 2 2 2 2 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4],3
fold_1/sample_170/image.png,[1 2 2 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4],3
fold_1/sample_171/image.png,[2 2 2 2 2 2 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4],3
fold_1/sample_172/image.png,[0 0 0 0 1 2],3
fold_1/sample_173/image.png,[0 1 2 2],3
fold_1/sample_174/image.png,[1 2 2 2 4 4],3
fold_1/sample_175/image.png,[2 2 2 2 2 2 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4],3
fold_1/sample_176/image.png,[2 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4],3
fold_1/sample_177/image.png,[1 1 2 2 2 2 2 2 2 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4],3
fold_1/sample_178/image.png,"[1 2 2 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4
 4 4 4]",3
fold_1/sample_179/image.png,"[1 1 2 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4
 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4]",3
fold_1/sample_180/image.png,[0 0 1 1 2 2 2 2 2],3
fold_1/sample_181/image.png,[0 2 2 2 2 2 2 2 2],3
fold_1/sample_182/image.png,[0 2 2],3
fold_1/sample_183/image.png,[2 2 2 2 2 2 2 2 2 2 2 2 2 2],3
fold_1/sample_184/image.png,"[1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4
 4 4 4 4 4 4 4 4]",3
fold_1/sample_185/image.png,"[1 1 1 1 1 1 2 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4
 4 4 4 4 4]",3
fold_1/sample_186/image.png,"[2 2 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4
 4 4 4 4 4 4 4 4 4 4 4 4 4]",3
fold_1/sample_187/image.png,"[2 2 2 2 2 2 2 2 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4
 4 4 4 4 4 4 4 4 4 4 4 4]",3
fold_1/sample_188/image.png,"[1 1 2 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4
 4 4 4 4 4 4 4 4 4]",3
fold_1/sample_189/image.png,"[1 2 2 2 2 2 2 2 2 2 2 2 2 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4
 4 4 4 4 4 4 4 4 4 4 4 4 4]",3
fold_1/sample_190/image.png,[1 1 2 2 2 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4],3
fold_1/sample_191/image.png,[1 2 2 2 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4],3
fold_1/sample_192/image.png,"[4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4
 4 4 4 4 4 4 4 4]",3
fold_1/sample_193/image.png,[4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4],3
fold_1/sample_194/image.png,[0 0 2 2],3
fold_1/sample_195/image.png,[0 0 0 0 0 0 0 0 0 0 0 2],3
fold_1/sample_196/image.png,[0 0 0 0 0 0 2 2 2 2 2 2],3
fold_1/sample_197/image.png,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 2 2 2],3
fold_1/sample_198/image.png,[0 0 0 0 0 0 0 0 1 2 2 2 4],3
fold_1/sample_199/image.png,[0 0 0 0 2 2 2 2 2 2 2],3
fold_1/sample_200/image.png,[1 1 2 2 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4],3
fold_1/sample_201/image.png,"[2 2 2 2 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4
 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4]",3
fold_1/sample_202/image.png,[1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 4 4 4 4 4 4 4 4 4 4 4 4],3
fold_1/sample_203/image.png,[1 1 1 1 1 1 2 2 2 2 2 2 2],3
fold_1/sample_204/image.png,"[1 1 2 2 2 2 2 2 2 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4
 4 4 4 4 4 4 4 4 4 4 4]",3
fold_1/sample_205/image.png,"[2 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4
 4 4 4 4 4 4 4]",3
fold_1/sample_206/image.png,[1 2 2 2 2 2 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4],3
fold_1/sample_207/image.png,[2 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4],3
fold_1/sample_208/image.png,[1 2 2 2 2 2 2 2 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4],3
fold_1/sample_209/image.png,[1 1 1 1 2 2 2 2 2 2 2 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4],3
fold_1/sample_210/image.png,"[1 1 2 2 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4
 4 4 4 4]",3
fold_1/sample_211/image.png,[1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 4 4],3
fold_1/sample_212/image.png,"[2 2 2 2 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4
 4 4 4 4 4 4 4 4 4 4 4 4 4 4]",3
